GeneName GeneCluster chr start end
21505 ENSG00000242068 44 3 180772750 180773914
21506 ENSG00000172974 44 2 65205108 65205988
21507 ENSG00000224861 44 14 66012830 66013789
21508 ENSG00000223482 44 10 87203875 87342612
21509 ENSG00000213514 44 10 77730766 77734769
21510 ENSG00000233994 44 1 72274552 72275159
21511 ENSG00000253341 44 8 74603244 74604244
21512 ENSG00000267422 44 19 37779686 37792865
21513 ENSG00000134779 44 18 36777647 36829216
21514 ENSG00000176407 44 2 84971093 85059472
21515 ENSG00000213613 44 10 87945502 87946024
21516 ENSG00000239577 44 X 72198712 72199050
21517 ENSG00000108424 44 17 47649476 47685505
21518 ENSG00000224411 44 11 27888838 27891033
21519 ENSG00000110060 44 11 125893485 125903221
21520 ENSG00000221829 44 9 35073835 35080016
21521 ENSG00000236534 44 13 71675067 71675469
21522 ENSG00000198258 44 19 9827892 9830115
21523 ENSG00000147140 44 X 71283192 71301168
21524 ENSG00000239470 44 11 9660438 9660920
21525 ENSG00000168367 44 16 86331844 86349683
21526 ENSG00000175283 44 9 128945530 128947619
21527 ENSG00000230530 44 3 45679043 45689134
21528 ENSG00000186076 44 12 93640822 93641586
21529 ENSG00000160447 44 9 128702523 128720918
21530 ENSG00000225536 44 X 86084716 86086339
21531 ENSG00000179855 44 19 3585553 3593541
21532 ENSG00000215158 44 5 34164698 34244796
21533 ENSG00000237984 44 9 33673504 33677499
21534 ENSG00000105993 44 7 157335381 157417439
21535 ENSG00000231822 44 2 99102018 99102752
21536 ENSG00000107317 44 9 136977505 136985435
21537 ENSG00000242631 44 NA NA NA
21538 ENSG00000181007 44 19 36383120 36418656
21539 ENSG00000152904 44 1 235327350 235344532
21540 ENSG00000238084 44 1 25398721 25399198
21541 ENSG00000183199 44 4 87891843 87894015
21542 ENSG00000226049 44 17 34036681 34039872
21543 ENSG00000254449 44 11 123597946 123599452
21544 ENSG00000147224 44 X 107628424 107651026
21545 ENSG00000240489 44 3 155987304 155988176
21546 ENSG00000249855 44 5 43495073 43496454
21547 ENSG00000132139 44 NA NA NA
21548 ENSG00000132130 44 NA NA NA
21549 ENSG00000272711 44 2 74832655 74833987
21550 ENSG00000258578 44 14 76013679 76014143
21551 ENSG00000231711 44 22 46039907 46044853
21552 ENSG00000214018 44 X 44309314 44310476
21553 ENSG00000214019 44 X 44029332 44030921
21554 ENSG00000064102 44 12 26905181 26938326
21555 ENSG00000168090 44 7 100088954 100092200
21556 ENSG00000251609 44 4 120895494 120897083
21557 ENSG00000223864 44 20 38977711 38978422
21558 ENSG00000196372 44 10 5638867 5666595
21559 ENSG00000196591 44 6 113933028 114011308
21560 ENSG00000007202 44 17 28614440 28645454
21561 ENSG00000258876 44 14 75970924 75971587
21562 ENSG00000263326 44 16 25071490 25072727
21563 ENSG00000205339 44 11 9384622 9448126
21564 ENSG00000255236 44 11 68122053 68130518
21565 ENSG00000263155 44 15 57591941 57685364
21566 ENSG00000181915 44 10 62804857 62808483
21567 ENSG00000217060 44 6 85286076 85290849
21568 ENSG00000228218 44 17 76225751 76226806
21569 ENSG00000146463 44 1 35268967 35422058
21570 ENSG00000240809 44 3 76434018 76435428
21571 ENSG00000233859 44 6 65836930 65838039
21572 ENSG00000008405 44 12 106991364 107093829
21573 ENSG00000136918 44 9 124853417 124857890
21574 ENSG00000225996 44 NA NA NA
21575 ENSG00000115386 44 2 79120362 79123419
21576 ENSG00000259299 44 15 29233673 29235137
21577 ENSG00000162377 44 1 52684451 52698366
21578 ENSG00000110713 44 11 3671083 3797792
21579 ENSG00000159592 44 1 45627304 45688113
21580 ENSG00000254192 44 5 168654513 168667761
21581 ENSG00000260498 44 16 87773488 87779374
21582 ENSG00000179774 44 10 68230624 68232103
21583 ENSG00000132142 44 NA NA NA
21584 ENSG00000214389 44 7 98385801 98386584
21585 ENSG00000180245 44 4 109827994 109844604
21586 ENSG00000228328 44 X 68070520 68071767
21587 ENSG00000123836 44 1 207034366 207081024
21588 ENSG00000005100 44 17 5440912 5469060
21589 ENSG00000168412 44 4 186533655 186555567
21590 ENSG00000006453 44 7 98291651 98401068
21591 ENSG00000228044 44 1 234646289 234683176
21592 ENSG00000206053 44 16 1678256 1702280
21593 ENSG00000005801 44 11 3339261 3379222
21594 ENSG00000130695 44 1 26234153 26279038
21595 ENSG00000133789 44 11 9664077 9752991
21596 ENSG00000131873 44 15 101175723 101251932
21597 ENSG00000239388 44 3 57268347 57292682
21598 ENSG00000255035 44 11 17435672 17436181
21599 ENSG00000181274 44 10 97332497 97334709
21600 ENSG00000235008 44 6 166701094 166702839
21601 ENSG00000235001 44 Y 5337745 5338964
21602 ENSG00000225071 44 X 24429573 24429920
21603 ENSG00000205531 44 11 2944431 2992377
21604 ENSG00000227344 44 7 53187388 53188938
21605 ENSG00000227345 44 10 49818279 49970203
21606 ENSG00000227347 44 2 136199114 136200503
21607 ENSG00000103257 44 16 87830023 87869488
21608 ENSG00000198492 44 1 28736621 28769775
21609 ENSG00000215007 44 X 107351650 107352843
21610 ENSG00000143179 44 1 165827531 165911618
21611 ENSG00000259084 44 14 95663256 95692630
21612 ENSG00000132016 44 19 13882348 13906452
21613 ENSG00000168802 44 16 69118010 69132584
21614 ENSG00000168806 44 15 43323649 43330605
21615 ENSG00000051382 44 3 138652699 138834938
21616 ENSG00000216657 44 6 3978062 3979099
21617 ENSG00000250492 44 5 39718984 39721513
21618 ENSG00000182217 44 NA NA NA
21619 ENSG00000109113 44 17 28714281 28718429
21620 ENSG00000150275 44 10 53802771 55627942
21621 ENSG00000140795 44 16 46703369 46790407
21622 ENSG00000057757 44 1 23778405 23788232
21623 ENSG00000166664 44 15 30357766 30393849
21624 ENSG00000231453 44 2 174326027 174330643
21625 ENSG00000213252 44 11 106826392 106827890
21626 ENSG00000233785 44 X 23772992 23782956
21627 ENSG00000236287 44 11 10812074 10858796
21628 ENSG00000106415 44 7 7968794 8094272
21629 ENSG00000137135 44 9 35658875 35675866
21630 ENSG00000141934 44 19 281040 291504
21631 ENSG00000226432 44 5 24170370 24171246
21632 ENSG00000230202 44 6 117998975 117999448
21633 ENSG00000264655 44 17 40367952 40368438
21634 ENSG00000213305 44 11 85020785 85021655
21635 ENSG00000072401 44 10 58334975 58370753
21636 ENSG00000226268 44 11 49433480 49434438
21637 ENSG00000106443 44 7 10973872 11169630
21638 ENSG00000256239 44 NA NA NA
21639 ENSG00000128951 44 15 48331011 48343373
21640 ENSG00000184100 44 3 160100850 160102793
21641 ENSG00000126500 44 11 64103188 64119173
21642 ENSG00000011260 44 17 51260528 51297936
21643 ENSG00000241741 44 4 112788083 112788878
21644 ENSG00000214784 44 5 111192226 111193042
21645 ENSG00000235720 44 7 63893286 63894641
21646 ENSG00000232686 44 NA NA NA
21647 ENSG00000135698 44 16 82147798 82170226
21648 ENSG00000255397 44 8 60937705 60939871
21649 ENSG00000133773 44 12 82223681 82358805
21650 ENSG00000146530 44 7 12330885 12403941
21651 ENSG00000259895 44 16 2464950 2468213
21652 ENSG00000236753 44 7 131309744 131328222
21653 ENSG00000213621 44 13 20961310 20962195
21654 ENSG00000147164 44 X 71056332 71073426
21655 ENSG00000249565 44 4 78180866 78182046
21656 ENSG00000060749 44 11 32893178 32993316
21657 ENSG00000236447 44 5 81991995 81992481
21658 ENSG00000236449 44 2 174547141 174774827
21659 ENSG00000069482 44 11 68683779 68691175
21660 ENSG00000259780 44 16 2235689 2236913
21661 ENSG00000213588 44 6 33453970 33457548
21662 ENSG00000253336 44 8 123288355 123290503
21663 ENSG00000181097 44 8 143696154 143698413
21664 ENSG00000251102 44 5 98576341 98577260
21665 ENSG00000204949 44 8 123201172 123202743
21666 ENSG00000202392 44 4 6997012 6997328
21667 ENSG00000215808 44 1 238480384 238486023
21668 ENSG00000121931 44 1 110947185 110964079
21669 ENSG00000249353 44 5 93682838 93683667
21670 ENSG00000267583 44 18 35443869 35467088
21671 ENSG00000248569 44 5 80351021 80351956
21672 ENSG00000248568 44 5 146706381 146707600
21673 ENSG00000171793 44 1 40979335 41012565
21674 ENSG00000109586 44 4 173168753 173323967
21675 ENSG00000223343 44 3 48985049 48989988
21676 ENSG00000255967 44 12 8634367 8637608
21677 ENSG00000048028 44 11 113797874 113875570
21678 ENSG00000180263 44 12 95076749 95217482
21679 ENSG00000197798 44 11 126211414 126262986
21680 ENSG00000113231 44 5 77210449 77429807
21681 ENSG00000069849 44 3 141876124 141926514
21682 ENSG00000137261 44 6 24544104 24646155
21683 ENSG00000196366 44 9 136483495 136486067
21684 ENSG00000090861 44 16 70252295 70289543
21685 ENSG00000229251 44 7 84983556 84984506
21686 ENSG00000229256 44 10 103215709 103216800
21687 ENSG00000182768 44 15 90265659 90278141
21688 ENSG00000251400 44 5 77290268 77291800
21689 ENSG00000251648 44 5 65732973 65733654
21690 ENSG00000259416 44 15 85754941 85756237
21691 ENSG00000225159 44 1 27206930 27207796
21692 ENSG00000230787 44 1 79054945 79056055
21693 ENSG00000230438 44 6 2854657 2881407
21694 ENSG00000135069 44 9 78297143 78330093
21695 ENSG00000240036 44 11 27581680 27582055
21696 ENSG00000141034 44 17 18039292 18068404
21697 ENSG00000256210 44 19 14792318 14792533
21698 ENSG00000232233 44 3 186810880 186825521
21699 ENSG00000108666 44 17 32324565 32350023
21700 ENSG00000228150 44 1 9942923 9949974
21701 ENSG00000178425 44 6 116100849 116249497
21702 ENSG00000157483 44 15 59132434 59372900
21703 ENSG00000214160 44 3 184242301 184249548
21704 ENSG00000012660 44 6 53267398 53349179
21705 ENSG00000124613 44 6 27374615 27403904
21706 ENSG00000272599 44 10 73124573 73125532
21707 ENSG00000214391 44 11 90282560 90284172
21708 ENSG00000139624 44 12 50129306 50167533
21709 ENSG00000206262 44 3 138947234 138953451
21710 ENSG00000197816 44 9 97307304 97378524
21711 ENSG00000102271 44 X 87517749 87670050
21712 ENSG00000127947 44 7 77537275 77640071
21713 ENSG00000127946 44 7 75533300 75738962
21714 ENSG00000121766 44 1 31296982 31364953
21715 ENSG00000244578 44 3 138935189 138944020
21716 ENSG00000260747 44 18 68277802 68278243
21717 ENSG00000196748 44 6 35776594 35779552
21718 ENSG00000227963 44 1 110286375 110339171
21719 ENSG00000254612 44 11 127940913 127941654
21720 ENSG00000132967 44 3 22381819 22382929
21721 ENSG00000186260 44 16 14071321 14266773
21722 ENSG00000183770 44 3 138944224 138947140
21723 ENSG00000213609 44 10 63902451 63903245
21724 ENSG00000230146 44 X 73769248 73770423
21725 ENSG00000165300 45 13 87672615 87696272
21726 ENSG00000237285 45 6 32325219 32326178
21727 ENSGR0000223773.2 45 NA NA NA
21728 ENSG00000178921 45 17 8247618 8270491
21729 ENSG00000243008 45 13 24566873 24597676
21730 ENSG00000141068 45 17 27456714 27626438
21731 ENSG00000235546 45 17 20612667 20614008
21732 ENSG00000188624 45 19 46120071 46124674
21733 ENSG00000011677 45 X 152166234 152451358
21734 ENSG00000125285 45 13 94709622 94712399
21735 ENSG00000167105 45 17 50271406 50281485
21736 ENSG00000227811 45 1 111739841 111747798
21737 ENSG00000259274 45 15 60529973 60545159
21738 ENSG00000173976 45 19 3769089 3772221
21739 ENSG00000273056 45 9 7786105 7786688
21740 ENSG00000182362 45 21 46286337 46297751
21741 ENSG00000249085 45 5 72794405 72816565
21742 ENSG00000139946 45 14 56117814 56301526
21743 ENSG00000137819 45 15 69298947 69407780
21744 ENSG00000169662 45 22 21290760 21294586
21745 ENSG00000244668 45 3 150719997 150720836
21746 ENSG00000251548 45 5 10664495 10665113
21747 ENSG00000179546 45 1 23191895 23194729
21748 ENSG00000108255 45 17 29246863 29254494
21749 ENSG00000197320 45 7 9726241 9728272
21750 ENSG00000179242 45 20 61252426 61940617
21751 ENSG00000185942 45 8 62248591 62999652
21752 ENSG00000261786 45 3 44117299 44122365
21753 ENSG00000008394 45 12 16347142 16609259
21754 ENSG00000130413 45 11 8391868 8594289
21755 ENSG00000230646 45 2 130427731 130429225
21756 ENSG00000234779 45 9 16726814 16727524
21757 ENSG00000260966 45 11 103050687 103055799
21758 ENSG00000162624 45 1 75128434 75161533
21759 ENSG00000180287 45 1 242082986 242524696
21760 ENSG00000135324 45 6 84033756 84090881
21761 ENSG00000225905 45 1 1420245 1422691
21762 ENSG00000156219 45 4 76011184 76112802
21763 ENSG00000124391 45 16 88638591 88640473
21764 ENSG00000177479 45 3 48918821 48986382
21765 ENSG00000129951 45 19 812488 821977
21766 ENSG00000179046 45 4 188091273 188109603
21767 ENSG00000200913 45 1 44776490 44776593
21768 ENSG00000240775 45 4 122840343 122840690
21769 ENSG00000112238 45 6 99606730 99615578
21770 ENSG00000272180 45 2 55952158 56181652
21771 ENSG00000108684 45 17 33013087 34174964
21772 ENSG00000242715 45 13 36222008 36297840
21773 ENSG00000178307 45 17 21197280 21214624
21774 ENSG00000233223 45 17 7581964 7584072
21775 ENSG00000262500 45 17 46243606 46245044
21776 ENSG00000137038 45 9 7796490 7888380
21777 ENSG00000142657 45 1 10398592 10420144
21778 ENSG00000227078 45 17 19419035 19424357
21779 ENSG00000204970 45 5 140786136 141012347
21780 ENSG00000172137 45 16 71358713 71390438
21781 ENSG00000163607 45 3 112990918 113015060
21782 ENSG00000256040 45 9 116398157 116400606
21783 ENSG00000254346 45 8 33014081 33015026
21784 ENSG00000269647 45 NA NA NA
21785 ENSG00000137868 45 15 74179466 74212267
21786 ENSG00000237686 45 6 43995723 44074652
21787 ENSG00000264164 45 17 32083179 32097065
21788 ENSG00000181026 45 15 88621296 88632282
21789 ENSG00000235604 45 NA NA NA
21790 ENSG00000254462 45 11 57712605 57791586
21791 ENSG00000273452 45 NA NA NA
21792 ENSG00000238266 45 10 6779598 6842906
21793 ENSG00000157150 45 3 12153051 12159351
21794 ENSG00000266302 45 17 16690261 16804453
21795 ENSG00000273325 45 22 32284683 32285131
21796 ENSG00000111716 45 12 21635342 21757857
21797 ENSG00000255583 45 12 63682523 63724935
21798 ENSG00000123610 45 2 151357592 151380048
21799 ENSG00000231013 45 2 119476448 119487346
21800 ENSG00000242661 45 12 8359054 8359834
21801 ENSG00000213667 45 10 50726947 50727969
21802 ENSG00000226530 45 X 51396511 51465661
21803 ENSG00000126249 45 19 34404384 34426168
21804 ENSG00000205879 45 8 12172202 12178575
21805 ENSG00000251085 45 17 50214694 50215420
21806 ENSG00000167941 45 17 43753731 43758788
21807 ENSG00000167550 45 12 49064685 49070025
21808 ENSG00000095713 45 10 97865000 98030828
21809 ENSG00000189306 45 22 42509968 42519802
21810 ENSG00000180357 45 15 64460742 64686068
21811 ENSG00000214295 45 5 181099140 181100666
21812 ENSG00000178162 45 2 130416755 130431363
21813 ENSG00000235531 45 8 71828167 72118393
21814 ENSG00000254090 45 8 33015261 33017043
21815 ENSG00000134440 45 18 57600656 57622213
21816 ENSG00000188655 45 14 20556093 20560931
21817 ENSG00000231738 45 12 85014311 85036277
21818 ENSG00000188477 45 16 19304881 19310947
21819 ENSG00000227234 45 X 141002591 141003706
21820 ENSG00000186297 45 15 26866363 26949207
21821 ENSG00000260834 45 16 65190973 65234914
21822 ENSG00000139187 45 12 8950044 9010760
21823 ENSG00000168135 45 22 38426327 38455199
21824 ENSG00000214433 45 15 90291962 90295683
21825 ENSG00000267421 45 19 56536156 56538575
21826 ENSG00000178860 45 8 71841549 71844468
21827 ENSG00000130477 45 19 17601328 17688365
21828 ENSG00000137692 45 11 103062076 103092215
21829 ENSG00000162643 45 1 84999147 85133138
21830 ENSG00000114948 45 2 206443539 206621130
21831 ENSG00000260266 45 15 74350768 74364620
21832 ENSG00000127191 45 9 136881912 136926607
21833 ENSG00000154768 45 NA NA NA
21834 ENSG00000206073 45 18 63637259 63644298
21835 ENSG00000009709 45 1 18631006 18748866
21836 ENSG00000150394 45 16 61647242 62037035
21837 ENSG00000140015 45 14 62699454 63102037
21838 ENSG00000261533 45 NA NA NA
21839 ENSG00000124827 45 6 10873223 10881941
21840 ENSG00000229082 45 X 131341447 131342452
21841 ENSG00000262619 45 13 22894656 22916369
21842 ENSG00000206538 45 3 86876388 86991119
21843 ENSG00000256879 45 12 20361732 20370262
21844 ENSG00000250317 45 4 25861830 25929874
21845 ENSG00000170373 45 20 23747553 23751268
21846 ENSG00000036565 45 8 20144855 20183206
21847 ENSG00000203343 45 NA NA NA
21848 ENSG00000162873 45 1 205336065 205357090
21849 ENSG00000183878 45 Y 13248379 13480673
21850 ENSG00000133067 45 1 202193901 202319781
21851 ENSG00000223773 45 X 2609348 2657229
21852 ENSG00000270792 45 20 10672928 10994924
21853 ENSG00000138685 45 4 122826708 122898236
21854 ENSG00000185149 45 4 155208629 155217078
21855 ENSG00000255408 45 5 140801028 141012344
21856 ENSG00000272452 45 NA NA NA
21857 ENSG00000147894 45 9 27546545 27573866
21858 ENSG00000197965 45 1 167721192 167791919
21859 ENSG00000227201 45 22 30046276 30047193
21860 ENSG00000140538 45 15 87859751 88256768
21861 ENSG00000205274 45 9 33617762 33618506
21862 ENSG00000222515 45 6 22085544 22085918
21863 ENSG00000109775 45 4 185399540 185425985
21864 ENSG00000259831 45 13 110809676 110813084
21865 ENSG00000162344 45 11 69698232 69704642
21866 ENSG00000154277 45 4 41256413 41268455
21867 ENSG00000228939 45 1 243793205 243794400
21868 ENSG00000198700 45 1 201829141 201884294
21869 ENSG00000243440 45 21 14591930 14658821
21870 ENSG00000247699 45 5 160195744 160204826
21871 ENSG00000177306 45 8 7246726 7247571
21872 ENSG00000072041 45 12 84859488 84913615
21873 ENSG00000005156 45 17 34980494 35009743
21874 ENSG00000064419 45 7 128954180 129055173
21875 ENSG00000163735 45 4 73995642 73998779
21876 ENSG00000251533 45 14 103187221 103189028
21877 ENSG00000173698 45 X 18989309 19122637
21878 ENSG00000214447 45 17 44899712 44905390
21879 ENSG00000227053 45 7 101014320 101017608
21880 ENSG00000171246 45 17 80467148 80477843
21881 ENSG00000250538 45 4 155206529 155209027
21882 ENSG00000176148 45 11 33039417 33105943
21883 ENSG00000170925 45 X 107980864 107982370
21884 ENSG00000115353 45 2 75046463 75199700
21885 ENSG00000157823 45 15 89830599 89894638
21886 ENSG00000019505 45 11 45240301 45286319
21887 ENSG00000136014 45 12 95516560 95551490
21888 ENSG00000134146 45 15 35217345 35546193
21889 ENSG00000186854 45 2 84821650 84907008
21890 ENSG00000180336 45 17 44656404 44690308
21891 ENSG00000010244 45 17 32350109 32381886
21892 ENSG00000250264 45 6 32813767 32838822
21893 ENSG00000174343 45 4 40335329 40355217
21894 ENSG00000261780 45 18 73324941 73349878
21895 ENSG00000103021 45 16 58231157 58283836
21896 ENSG00000273331 45 3 196316082 196338373
21897 ENSG00000127472 45 1 20028179 20091190
21898 ENSG00000205334 45 2 27705786 27715732
21899 ENSG00000152580 45 3 151425384 151458709
21900 ENSG00000175518 45 11 5514393 5516705
21901 ENSG00000223960 45 2 178413939 178440243
21902 ENSG00000233491 45 7 81489204 81691406
21903 ENSG00000113209 45 5 141135218 141138625
21904 ENSG00000112499 45 6 160171061 160277638
21905 ENSG00000164458 45 6 166157656 166168700
21906 ENSG00000185115 45 15 29264992 29269829
21907 ENSG00000178105 45 11 108665025 108940930
21908 ENSG00000141682 45 18 59899948 59904306
21909 ENSG00000141026 45 17 17476986 17493226
21910 ENSG00000227640 45 13 94712716 94716246
21911 ENSG00000183671 45 2 206175316 206218047
21912 ENSG00000259783 45 15 72608481 72636919
21913 ENSG00000065600 45 1 212363931 212414901
21914 ENSGR0000169084.8 45 NA NA NA
21915 ENSG00000167641 45 19 38251237 38256591
21916 ENSG00000272157 45 8 24956621 24957110
21917 ENSG00000267893 45 NA NA NA
21918 ENSG00000169084 45 X 2219516 2502805
21919 ENSG00000121236 45 11 5596109 5612958
21920 ENSG00000259436 45 19 42152569 42157523
21921 ENSG00000185903 45 X 131324398 131325250
21922 ENSG00000175426 45 5 96390415 96434143
21923 ENSG00000141349 45 17 44070735 44076344
21924 ENSG00000089250 45 12 117208142 117452170
21925 ENSG00000153233 45 12 70638073 70920843
21926 ENSG00000125780 45 20 2296001 2341078
21927 ENSG00000107614 45 10 17142254 17202054
21928 ENSG00000260804 45 2 216217045 216220192
21929 ENSG00000166006 45 12 75040077 75209868
21930 ENSG00000203740 45 1 170146001 170167790
21931 ENSG00000151704 45 11 128836315 128867373
21932 ENSG00000166796 45 11 18412307 18452058
21933 ENSG00000250232 45 NA NA NA
21934 ENSG00000272312 45 6 27001208 27001648
21935 ENSG00000155087 45 8 102551572 102561017
21936 ENSG00000246331 45 12 30755074 30780739
21937 ENSG00000223694 45 1 240170155 240171291
21938 ENSG00000224473 45 10 30403197 30403776
21939 ENSG00000273290 45 NA NA NA
21940 ENSG00000087095 45 17 28041737 28196381
21941 ENSG00000135362 45 11 36296288 36465204
21942 ENSG00000236404 45 9 2422702 2643359
21943 ENSG00000018607 45 2 132309309 132318736
21944 ENSG00000006611 45 11 17493895 17544416
21945 ENSG00000154620 45 Y 13703567 13706024
21946 ENSG00000229921 45 6 167992822 167997077
21947 ENSG00000167196 45 15 75903859 75942510
21948 ENSG00000157542 45 21 37607376 37916446
21949 ENSG00000263612 45 8 144713899 144714845
21950 ENSG00000115008 45 2 112773915 112784590
21951 ENSG00000231458 45 17 16683438 16684227
21952 ENSG00000124260 45 X 152133310 152138578
21953 ENSG00000122550 45 7 23105758 23177914
21954 ENSG00000198573 45 X 141241463 141242496
21955 ENSG00000180672 45 NA NA NA
21956 ENSG00000141052 45 17 12665890 12768949
21957 ENSG00000158955 45 17 46833201 46886730
21958 ENSG00000254670 45 11 13001090 13009159
21959 ENSG00000002746 45 7 43112599 43566001
21960 ENSG00000196934 45 NA NA NA
21961 ENSG00000112685 45 6 485133 693111
21962 ENSG00000112539 45 6 165279664 165309607
21963 ENSG00000125753 45 19 45506579 45526983
21964 ENSG00000158470 45 20 49632945 49713878
21965 ENSG00000171566 45 4 154535006 154550435
21966 ENSG00000133636 45 12 85874295 85882992
21967 ENSG00000178222 45 4 1056250 1113562
21968 ENSG00000267919 45 2 219645090 219645631
21969 ENSG00000177156 45 11 747329 765024
21970 ENSG00000188505 45 19 39196961 39201884
21971 ENSG00000236064 45 X 107894597 107935980
21972 ENSG00000250423 45 X 119078635 119150579
21973 ENSG00000176124 45 13 50082171 50723236
21974 ENSG00000134684 45 1 32775237 32818153
21975 ENSG00000153820 45 2 227979950 228181645
21976 ENSG00000186197 45 1 236348257 236484914
21977 ENSG00000205060 45 7 134289332 134317051
21978 ENSG00000238228 45 7 97946987 97947998
21979 ENSG00000115828 45 2 37344574 37373322
21980 ENSG00000231162 45 6 28446973 28447807
21981 ENSG00000187690 45 X 51406915 51408843
21982 ENSG00000180318 45 12 85280107 85301784
21983 ENSG00000256232 45 12 31363481 31369301
21984 ENSG00000125657 45 19 6530999 6535928
21985 ENSG00000243672 45 11 67925651 67926431
21986 ENSG00000179058 45 9 129612225 129620776
21987 ENSG00000271615 45 2 57755428 57766052
21988 ENSG00000087250 45 16 56589074 56591088
21989 ENSG00000188321 45 19 9323772 9351162
21990 ENSG00000254401 45 11 11117854 11183611
21991 ENSG00000186684 45 2 127184120 127220078
21992 ENSG00000235271 45 22 26903292 26920611
21993 ENSG00000070501 45 8 42338454 42371808
21994 ENSG00000169490 45 8 38988808 38996824
21995 ENSG00000240045 45 3 155290229 155293775
21996 ENSG00000197563 45 18 62043567 62187118
21997 ENSG00000205266 45 17 18415728 18425097
21998 ENSG00000273079 45 12 13437942 13981957
21999 ENSG00000039987 45 19 12751702 12758458
22000 ENSG00000215498 45 22 21167758 21302681
22001 ENSG00000233670 45 17 10822475 10838445
22002 ENSG00000169410 45 15 75463251 75579289
22003 ENSG00000253399 45 4 1358479 1359461
22004 ENSG00000272370 45 5 65020038 65020551
22005 ENSG00000082212 45 18 50879049 50954257
22006 ENSG00000007171 45 17 27756766 27800499
22007 ENSG00000175121 45 20 45109452 45115172
22008 ENSG00000231165 45 9 33695767 33696059
22009 ENSG00000224714 45 10 64901136 64924518
22010 ENSG00000091490 45 4 25747427 25863760
22011 ENSG00000171794 45 10 133230274 133231558
22012 ENSG00000261549 45 15 88989519 88990245
22013 ENSG00000204529 45 11 76694041 76719801
22014 ENSG00000256008 45 12 120629611 120641591
22015 ENSG00000158816 45 1 20290919 20354894
22016 ENSG00000231532 45 2 4628222 4656215
22017 ENSG00000095596 45 10 93073475 93077890
22018 ENSG00000249650 45 5 602620 612210
22019 ENSG00000120160 45 9 27284659 27297139
22020 ENSG00000120162 45 9 27325209 27529781
22021 ENSG00000007237 45 17 9910609 10198551
22022 ENSG00000166863 45 12 57010000 57028883
22023 ENSG00000156687 45 8 35235457 35796550
22024 ENSG00000167281 45 17 79089345 79516148
22025 ENSG00000111087 45 12 57460135 57472262
22026 ENSG00000260907 45 17 20530042 20530881
22027 ENSG00000163291 45 4 78887127 78939438
22028 ENSG00000253696 45 8 1971397 1976478
22029 ENSG00000273003 45 11 65014182 65040570
22030 ENSG00000134285 45 12 48921518 48926474
22031 ENSG00000168003 45 11 62856102 62888875
22032 ENSG00000111785 45 12 106774595 106889316
22033 ENSG00000123685 45 1 212686418 212699985
22034 ENSG00000167751 45 19 50861568 50880567
22035 ENSG00000100865 45 14 102341102 102362916
22036 ENSG00000228157 45 17 19092974 19096837
22037 ENSG00000270173 45 NA NA NA
22038 ENSG00000134207 45 1 114089291 114153919
22039 ENSG00000272995 45 4 20766808 20767372
22040 ENSG00000231134 45 2 85186409 85187253
22041 ENSG00000149054 45 11 6926404 7001004
22042 ENSG00000170074 45 5 177707981 177783398
22043 ENSG00000256720 45 12 9135084 9135591
22044 ENSG00000125835 45 20 2461634 2470853
22045 ENSG00000113356 45 5 90471748 90514553
22046 ENSG00000241956 45 5 164296696 165171643
22047 ENSG00000141371 45 17 60392429 60431421
22048 ENSG00000103550 45 16 19701934 19718235
22049 ENSG00000259264 45 NA NA NA
22050 ENSG00000253917 45 4 3915183 3955419
22051 ENSG00000166960 45 18 32937402 33441101
22052 ENSG00000257869 45 14 28318141 28418612
22053 ENSG00000137707 45 11 111467526 111512354
22054 ENSG00000272915 45 7 128264526 128264889
22055 ENSG00000272121 45 3 43998081 43999149
22056 ENSG00000257680 45 12 40728811 40729897
22057 ENSG00000250436 45 4 73508803 73534128
22058 ENSG00000253554 45 8 63687179 64368558
22059 ENSG00000175161 45 3 84958981 86074429
22060 ENSG00000188385 45 10 132104671 132184809
22061 ENSG00000260593 45 16 71623708 71626816
22062 ENSG00000255455 45 11 130866254 130870247
22063 ENSG00000237943 45 10 6580419 6616452
22064 ENSG00000227115 45 18 51346249 51643939
22065 ENSG00000224856 45 22 43957027 43957348
22066 ENSG00000162757 45 1 209779208 209784559
22067 ENSG00000101198 45 20 63240784 63272694
22068 ENSG00000261438 45 10 89015836 89017059
22069 ENSG00000170946 45 11 31369840 31431849
22070 ENSG00000153789 45 16 85098358 85112508
22071 ENSG00000141404 45 18 11688956 11885685
22072 ENSG00000121644 45 1 244652935 244709033
22073 ENSG00000234123 45 3 14572852 14574792
22074 ENSG00000167680 46 19 4542593 4559808
22075 ENSG00000255275 46 1 18849273 18921121
22076 ENSG00000135912 46 2 218710845 218755416
22077 ENSG00000226453 46 6 81845185 81933480
22078 ENSG00000116014 46 19 917287 921015
22079 ENSG00000253570 46 8 38600661 38601200
22080 ENSG00000231852 46 6 32038265 32041670
22081 ENSG00000130755 46 19 39328353 39342372
22082 ENSG00000131002 46 Y 19567313 19606274
22083 ENSG00000247315 46 20 296968 300321
22084 ENSG00000135632 46 2 73214222 73227237
22085 ENSG00000135636 46 2 71453722 71686768
22086 ENSG00000100399 46 22 41229510 41240934
22087 ENSG00000205959 46 4 8482270 8512610
22088 ENSG00000167800 46 11 67631303 67639560
22089 ENSG00000165406 46 10 45454585 45594906
