GeneID Module chr start end
21788 ENSG00000236740.2 darkmagenta 6 53930022 53997667
21789 ENSG00000229331.1 violet X 30671635 30672166
21790 ENSG00000114923.12 turquoise 2 219627327 219641980
21791 ENSG00000259639.1 red 15 35939167 36252257
21792 ENSG00000197779.9 darkolivegreen X 47836902 48002561
21793 ENSG00000267147.1 white 19 14333743 14343916
21794 ENSG00000138399.13 lightcyan 2 169529749 169573875
21795 ENSG00000189366.5 green 3 125929275 125937039
21796 ENSG00000100554.7 white 14 67294371 67360265
21797 ENSG00000253738.1 darkgrey 8 91059909 91070189
21798 ENSG00000197892.8 turquoise 8 29067279 29263124
21799 ENSG00000122787.10 violet 7 138002324 138117986
21800 ENSG00000102007.6 orange X 49171926 49175239
21801 ENSG00000140688.12 lightyellow 16 31489471 31509309
21802 ENSG00000223829.1 turquoise 7 46969702 47027481
21803 ENSG00000109181.7 violet 4 68815993 68831196
21804 ENSG00000158077.4 red 11 7020446 7071308
21805 ENSG00000231160.5 green 4 38612701 38664883
21806 ENSG00000225975.2 midnightblue 19 36685440 36687449
21807 ENSG00000211454.9 darkgrey 1 19265982 19274194
21808 ENSG00000230063.1 blue 1 212297448 212299579
21809 ENSG00000214837.4 turquoise 1 243056307 243101744
21810 ENSG00000187616.4 black 9 133514586 133528612
21811 ENSG00000234264.1 magenta 1 68496676 68538627
21812 ENSG00000251286.2 yellow 4 52440494 52441535
21813 ENSG00000138823.8 violet 4 99563761 99623999
21814 ENSG00000272686.1 red 7 123749068 123751166
21815 ENSG00000057757.5 lightcyan 1 23778405 23788232
21816 ENSG00000188372.10 turquoise 7 76397518 76442071
21817 ENSG00000198176.8 darkgrey 13 113584721 113641470
21818 ENSG00000178719.12 darkorange 8 143990058 143993415
21819 ENSG00000197083.7 red 5 150930645 150946289
21820 ENSG00000250878.3 blue 13 102880099 102896033
21821 ENSG00000267387.1 brown 19 10089032 10090377
21822 ENSG00000123561.10 violet X 106032442 106038738
21823 ENSG00000272468.1 red 6 27122657 27123221
21824 ENSG00000088926.9 violet 4 186265945 186288806
21825 ENSG00000272426.1 white 1 16904339 16904776
21826 ENSG00000242525.1 green 3 112524187 112525201
21827 ENSG00000204624.6 darkred 1 11479166 11537584
21828 ENSG00000005189.15 lightcyan 16 20806429 20849668
21829 ENSG00000214290.3 pink 11 111298546 111308735
21830 ENSG00000138182.10 grey60 10 89701610 89774939
21831 ENSG00000268964.1 salmon 19 53044738 53051076
21832 ENSG00000246582.2 darkgrey 8 23224471 23230926
21833 ENSG00000213770.3 darkolivegreen 10 27349717 27350290
21834 ENSG00000174016.7 salmon X 80335504 80445311
21835 ENSG00000272904.1 cyan 9 38542479 38568422
21836 ENSG00000227300.8 yellow 17 16829999 16832830
21837 ENSG00000231527.1 brown 9 61972240 61976380
21838 ENSG00000155026.12 salmon 7 5925550 5970683
21839 ENSG00000230526.1 turquoise 10 71878356 71879107
21840 ENSG00000100014.15 royalblue 22 24270817 24417740
21841 ENSG00000269560.1 magenta 19 12529768 12532973
21842 ENSG00000255160.1 brown 11 19299883 19308358
21843 ENSG00000139154.10 midnightblue 12 19404045 19720801
21844 ENSG00000251372.1 brown 4 138309711 138424344
21845 ENSG00000255363.1 brown 11 76628096 76630363
21846 ENSG00000253270.1 darkolivegreen 8 19678572 19688934
21847 ENSG00000241475.1 magenta 1 234660271 234667104
21848 ENSG00000174842.12 lightcyan 1 92246402 92298987
21849 ENSG00000214078.7 lightyellow 20 35626031 35664956
21850 ENSG00000224597.5 darkred 10 29409402 29487745
21851 ENSG00000225502.2 brown 21 14774301 14775262
21852 ENSG00000164062.8 blue 3 49674002 49683963
21853 ENSG00000101452.10 royalblue 20 38962299 39039723
21854 ENSG00000261118.1 cyan 16 89492017 89504460
21855 ENSG00000229093.1 red 11 5291761 5292380
21856 ENSG00000245466.1 brown 14 70608798 70641298
21857 ENSG00000254845.1 green NA NA NA
21858 ENSG00000140941.8 tan 16 87383995 87404779
21859 ENSG00000171658.4 purple 3 185959943 185980872
21860 ENSG00000266413.2 darkturquoise NA NA NA
21861 ENSG00000234156.1 purple 9 122609915 122639685
21862 ENSG00000197756.5 tan 2 216498189 216579180
21863 ENSG00000111554.10 grey60 12 68272443 68332381
21864 ENSG00000236833.1 turquoise 3 197660565 197665757
21865 ENSG00000227603.1 darkmagenta 9 93435332 93437121
21866 ENSG00000137824.11 orange 15 40735884 40755851
21867 ENSG00000203832.6 white NA NA NA
21868 ENSG00000261212.1 green X 141173235 141173588
21869 ENSG00000163467.7 midnightblue 1 156337314 156346995
21870 ENSG00000167165.14 green 2 233691607 233773300
21871 ENSG00000110318.9 darkolivegreen 11 101915015 102001058
21872 ENSG00000135451.8 darkgrey 12 49323236 49331731
21873 ENSG00000179083.5 purple X 93674013 93712274
21874 ENSG00000197728.5 blue 12 56041853 56044675
21875 ENSG00000152240.8 royalblue 18 46104332 46128333
21876 ENSG00000171772.11 red 10 133553901 133569835
21877 ENSG00000181789.10 paleturquoise 3 129249606 129277773
21878 ENSG00000154118.8 darkred 16 87601835 87698156
21879 ENSG00000261544.1 blue 15 65766460 65767398
21880 ENSG00000134588.8 turquoise X 133024631 133097109
21881 ENSG00000255224.1 turquoise 8 144078002 144079265
21882 ENSG00000212126.3 steelblue 12 10985913 10986912
21883 ENSG00000172340.10 darkgrey 3 67360460 67654614
21884 ENSG00000128059.4 darkgrey 4 56393362 56435615
21885 ENSG00000134590.9 turquoise X 135032366 135033546
21886 ENSG00000259891.1 midnightblue 8 140505813 140508043
21887 ENSG00000140481.9 purple 15 74236289 74336472
21888 ENSG00000250599.1 black 2 227632969 227648606
21889 ENSG00000112116.9 black 6 52236681 52244537
21890 ENSG00000136731.8 darkgreen 2 128091200 128195677
21891 ENSG00000237248.3 magenta 12 9240003 9243052
21892 ENSG00000224750.2 brown 10 90454170 90502968
21893 ENSG00000203527.2 black 22 43275955 43283830
21894 ENSG00000198824.4 royalblue 13 114314513 114327328
21895 ENSG00000104812.10 blue 19 48968125 48993310
21896 ENSG00000267568.2 black 17 76950317 76969156
21897 ENSG00000251393.3 pink 14 73462423 73477175
21898 ENSG00000123575.8 white X 104166620 104195902
21899 ENSG00000114757.14 darkred 3 179794958 180037053
21900 ENSG00000102221.9 white X 46912276 47061242
21901 ENSG00000248138.1 blue 4 16400430 16512187
21902 ENSG00000227495.1 brown 17 5019214 5020093
21903 ENSG00000230183.3 purple 15 56005715 56007176
21904 ENSG00000141431.5 salmon 18 33578615 33751192
21905 ENSG00000198026.6 darkorange 20 45948653 45972172
21906 ENSG00000215030.4 turquoise 17 17383377 17384012
21907 ENSG00000173120.10 turquoise 11 67119269 67258087
21908 ENSG00000142945.8 darkgrey 1 44739818 44767767
21909 ENSG00000207205.1 black 1 144412576 144412740
21910 ENSG00000223703.1 salmon 2 91736726 91767439
21911 ENSG00000128191.9 red 22 20080232 20111877
21912 ENSG00000148584.10 violet 10 50799409 50885675
21913 ENSG00000196576.10 turquoise 22 50274979 50307627
21914 ENSG00000187715.9 blue 3 127915232 127987671
21915 ENSG00000250917.1 yellow 20 34234840 34281173
21916 ENSG00000105701.11 turquoise 19 18531751 18544077
21917 ENSG00000223431.1 green 21 44472895 44473739
21918 ENSG00000096060.10 darkgrey 6 35573585 35728583
21919 ENSG00000261863.1 green 17 4610449 4617650
21920 ENSG00000235616.1 salmon 2 187825341 187826449
21921 ENSG00000247271.2 orange 11 10858259 10906802
21922 ENSG00000232653.4 turquoise 15 32593456 32607310
21923 ENSG00000144579.3 paleturquoise 2 218398256 218405941
21924 ENSG00000187260.11 darkred 7 151375909 151410727
21925 ENSG00000132204.9 red 18 1254383 1408344
21926 ENSG00000102349.10 darkturquoise X 56232421 56287889
21927 ENSG00000239272.1 magenta 14 77683202 77683989
21928 ENSG00000215492.5 darkgrey 18 32412214 32413176
21929 ENSG00000250170.1 blue 3 141525133 141526121
21930 ENSG00000100593.13 pink 14 77474394 77498850
21931 ENSG00000157600.7 darkgrey X 110002631 110182734
21932 ENSG00000224222.1 purple 10 69994626 70007836
21933 ENSG00000198270.8 lightgreen 12 111931282 112013185
21934 ENSG00000100714.11 darkgrey 14 64388031 64463457
21935 ENSG00000164933.7 darkgrey 8 103398635 103415189
21936 ENSG00000254503.1 turquoise 19 17417031 17418288
21937 ENSG00000247556.2 lightcyan 15 41283990 41309737
21938 ENSG00000168242.3 lightyellow NA NA NA
21939 ENSG00000230532.1 turquoise 17 48931791 48937100
21940 ENSG00000165115.10 green 9 83836698 83921465
21941 ENSG00000204351.7 lightyellow 6 31959080 31969755
21942 ENSG00000188816.3 brown 10 123148122 123150672
21943 ENSG00000237813.3 turquoise 7 116238260 116499465
21944 ENSG00000185340.11 turquoise 22 29306582 29312785
21945 ENSG00000118729.10 green 1 115700007 115768781
21946 ENSG00000182308.5 lightcyan 4 41981696 41986467
21947 ENSG00000205821.4 black NA NA NA
21948 ENSG00000123360.7 brown 12 54549350 54579239
21949 ENSG00000234030.1 yellow 21 43783123 43783573
21950 ENSG00000230010.1 yellow 20 18322552 18359300
21951 ENSG00000198108.3 orange 5 129904472 130186634
21952 ENSG00000114857.13 lightcyan 3 42600614 42648741
21953 ENSG00000158352.11 salmon X 50591647 50814302
21954 ENSG00000006837.7 lightgreen 5 134286350 134371047
21955 ENSG00000133460.15 turquoise 22 23856703 23886309
21956 ENSG00000142102.11 turquoise 11 289135 296107
21957 ENSG00000187531.9 turquoise 17 81911939 81921323
21958 ENSG00000121211.3 lightcyan 4 153344649 153415118
21959 ENSG00000241353.2 salmon 13 46437394 46437988
21960 ENSG00000197536.6 brown 5 132410636 132476044
21961 ENSG00000230587.1 blue 2 43097746 43102691
21962 ENSG00000188419.9 magenta X 85861180 86047562
21963 ENSG00000272770.1 red 17 2683305 2685088
21964 ENSG00000237991.2 darkolivegreen 1 236981339 236981708
21965 ENSG00000241106.2 brown 6 32812763 32817048
21966 ENSG00000268544.1 yellow NA NA NA
21967 ENSG00000001167.10 turquoise 6 41072945 41099976
21968 ENSG00000225173.1 red 6 28837869 28839006
21969 ENSG00000140950.11 blue 16 84476421 84554033
21970 ENSG00000231459.1 red 9 27245684 27282793
21971 ENSG00000254285.2 turquoise 8 61578220 61579668
21972 ENSG00000139915.14 salmon 14 46839629 47674954
21973 ENSG00000222044.1 yellow 22 38032165 38034228
21974 ENSG00000201564.1 brown 11 9680924 9681238
21975 ENSG00000236144.2 tan 19 35540738 35546029
21976 ENSG00000269921.1 lightcyan 4 56387625 56388153
21977 ENSG00000232442.1 orange 20 63627227 63628824
21978 ENSG00000181704.7 white X 68498323 68537285
21979 ENSG00000166340.10 turquoise 11 6612763 6619461
21980 ENSG00000230105.1 salmon X 56618391 56624458
21981 ENSG00000118271.5 violet 18 31591726 31599021
21982 ENSG00000118972.1 black 12 4368227 4379728
21983 ENSG00000261889.1 turquoise 16 3156736 3157483
21984 ENSG00000060642.6 lightgreen 1 26787472 26798398
21985 ENSG00000132664.7 grey60 20 18467127 18484643
21986 ENSG00000110046.8 turquoise 11 64894546 64917248
21987 ENSG00000260476.1 yellow 2 10021578 10022825
21988 ENSG00000109536.7 darkgrey 4 189940788 189963204
21989 ENSG00000134940.9 turquoise 11 125671522 125681123
21990 ENSG00000113569.11 grey60 5 37288137 37371181
21991 ENSG00000259764.1 yellow 15 101334437 101337428
21992 ENSG00000049656.9 darkgrey 5 1317744 1345099
21993 ENSG00000196118.7 orange 16 30757423 30762710
21994 ENSG00000141506.9 brown 17 8878911 8965712
21995 ENSG00000160828.13 darkgrey NA NA NA
21996 ENSG00000126777.13 darkgreen 14 55559072 55701526
21997 ENSG00000238181.2 white 9 120720673 120721972
21998 ENSG00000257742.1 saddlebrown NA NA NA
21999 ENSG00000268863.1 yellow NA NA NA
22000 ENSG00000163898.5 white 3 185506262 185552613
22001 ENSG00000184319.11 lightyellow 22 50756948 50801309
22002 ENSG00000129691.11 red 8 38105242 38144076
22003 ENSG00000269476.1 black 19 57876765 57916591
22004 ENSG00000176490.4 turquoise 19 2714567 2721418
22005 ENSG00000244099.1 pink 4 66431092 66431521
22006 ENSG00000101844.13 grey60 X 108091668 108154671
22007 ENSG00000154079.5 tan 6 70566917 70589569
22008 ENSG00000267518.1 turquoise 17 76345761 76346081
22009 ENSG00000125835.13 blue 20 2461634 2470853
22010 ENSG00000223705.5 lightyellow 7 75410322 75416787
22011 ENSG00000228834.1 turquoise 6 108907615 108907873
22012 ENSG00000165572.6 magenta 13 41127569 41132746
22013 ENSG00000180758.10 turquoise 1 9100305 9129170
22014 ENSG00000172167.3 grey60 8 120445400 120542133
22015 ENSG00000174851.10 turquoise 11 66284580 66289170
22016 ENSG00000167618.5 pink 19 54497879 54510687
22017 ENSG00000235974.1 black 19 58012589 58025926
22018 ENSG00000185105.4 turquoise 17 81939645 81947233
22019 ENSG00000158485.6 blue 1 158327951 158331531
22020 ENSG00000257878.1 violet 12 95996521 96011489
22021 ENSG00000250497.1 brown 4 13777377 13782157
22022 ENSG00000215841.3 darkolivegreen 11 73214998 73215913
22023 ENSG00000228242.3 white 3 14144637 14165978
22024 ENSG00000228874.1 yellow 3 15131848 15132208
22025 ENSG00000262061.1 blue 17 331205 333488
22026 ENSG00000273216.1 green 22 29316744 29317220
22027 ENSG00000152291.9 lightgreen 2 85318020 85328425
22028 ENSG00000232499.2 green 1 113449700 113450728
22029 ENSG00000129270.11 magenta NA NA NA
22030 ENSG00000269955.2 darkgrey 7 139341360 139422599
22031 ENSG00000126106.9 turquoise 1 44635238 44674555
22032 ENSG00000103653.12 turquoise 15 74782057 74803198
22033 ENSG00000249222.1 turquoise 22 42639803 42640601
22034 ENSG00000123600.14 lightcyan 2 171317405 171434802
22035 ENSG00000176087.10 darkgrey 5 140564456 140569103
22036 ENSG00000204758.3 purple 5 172954786 172959392
22037 ENSG00000256225.1 brown NA NA NA
22038 ENSG00000102145.9 red X 48786554 48794311
22039 ENSG00000260923.1 red 16 90185997 90222678
22040 ENSG00000116661.9 turquoise 1 11648367 11655785
22041 ENSG00000205583.9 turquoise 7 75359194 75395383
22042 ENSG00000108602.13 purple 17 19737984 19748943
22043 ENSG00000232150.3 turquoise 13 50172089 50173181
22044 ENSG00000185485.10 orange 3 195959748 195990318
22045 ENSG00000259420.1 pink 15 77568970 77608888
22046 ENSG00000216802.1 salmon 6 138650226 138650973
22047 ENSG00000114026.17 tan 3 9749944 9788219
22048 ENSG00000176410.7 lightyellow 7 73680969 73683453
22049 ENSG00000235065.1 turquoise 20 21114723 21115197
22050 ENSG00000104763.13 lightgreen 8 18056425 18084985
22051 ENSG00000215475.3 darkturquoise 13 45777243 45851736
22052 ENSG00000158874.7 violet 1 161222292 161223631
22053 ENSG00000131482.5 violet 17 42900797 42913369
22054 ENSG00000250790.3 green 12 132911470 132914732
22055 ENSG00000258807.1 turquoise 14 87710419 87872291
22056 ENSG00000273123.1 purple 3 123715851 123716399
22057 ENSG00000144535.15 darkorange 2 231961245 232344350
22058 ENSG00000244045.6 orange 17 28357581 28363683
22059 ENSG00000012211.8 turquoise X 49175264 49186528
22060 ENSG00000185097.2 pink NA NA NA
22061 ENSG00000235249.1 pink NA NA NA
22062 ENSG00000230178.1 pink 5 181367268 181368262
22063 ENSG00000136891.9 lightcyan 9 100302077 100352939
22064 ENSG00000126062.3 blue 3 50354749 50359610
22065 ENSG00000164209.12 grey60 5 110738136 110765161
22066 ENSG00000253710.1 darkgreen 13 52012398 52029664
22067 ENSG00000105617.3 turquoise 19 54155161 54159882
22068 ENSG00000143869.5 violet 2 20666664 20679245
22069 ENSG00000028310.13 turquoise 5 850291 892824
22070 ENSG00000272993.1 lightcyan 1 149845816 149846486
22071 ENSG00000261904.1 black 16 10720015 10721464
22072 ENSG00000198327.3 steelblue NA NA NA
22073 ENSG00000224807.5 purple 4 190021407 190022665
22074 ENSG00000237428.1 purple 22 22366210 22367770
22075 ENSG00000255467.1 purple 11 108105074 108121684
22076 ENSG00000183674.7 magenta 6 10429255 10434874
22077 ENSG00000139687.9 darkmagenta 13 48303751 48481986
22078 ENSG00000157999.5 turquoise 7 6031376 6036386
22079 ENSG00000237226.1 salmon 11 3549745 3550519
22080 ENSG00000234231.2 tan 2 87700984 87738105
22081 ENSG00000225381.2 turquoise X 109853312 109853919
22082 ENSG00000229638.1 lightgreen 3 185417495 185418778
22083 ENSG00000109736.10 darkorange 4 2930561 2934859
22084 ENSG00000141519.10 turquoise 17 80036632 80100613
22085 ENSG00000259894.1 white NA NA NA
22086 ENSG00000223881.1 brown 1 198597724 198598868
22087 ENSG00000103540.12 darkgreen 16 19523811 19553408
22088 ENSG00000233671.1 purple 2 87221113 87222488
22089 ENSG00000004799.7 magenta 7 95583499 95596491
22090 ENSG00000243967.3 magenta 1 108375838 108410814
22091 ENSG00000248485.1 brown 1 161258727 161285450
22092 ENSG00000257883.1 red 12 116661582 116698065
22093 ENSG00000068097.10 green 17 60043194 60078931
22094 ENSG00000259590.1 darkolivegreen 15 99395179 99396593
22095 ENSG00000181322.9 yellow 3 138261437 138329886
22096 ENSG00000135736.5 turquoise 16 57512178 57536599
22097 ENSG00000258297.1 royalblue 11 66666036 66668374
22098 ENSG00000120937.8 pink 1 11857464 11858931
22099 ENSG00000259096.1 turquoise 14 87952527 87955203
22100 ENSG00000249911.1 brown 5 38710367 38720273
22101 ENSG00000245750.3 purple 15 69463026 69571440
22102 ENSG00000223942.1 darkolivegreen 6 165773201 165775186
22103 ENSG00000258285.1 magenta 12 117099481 117142091
22104 ENSG00000137270.10 brown 6 53126964 53148829
22105 ENSG00000269699.1 violet 19 56774552 56840729
22106 ENSG00000186977.2 darkolivegreen 21 30501657 30502117
22107 ENSG00000262312.1 darkolivegreen 16 3542739 3545785
22108 ENSG00000252812.1 violet 13 40407122 40407440
22109 ENSG00000243914.1 salmon 5 31847271 31848148
22110 ENSG00000107263.14 blue 9 131576770 131740074
22111 ENSG00000251307.1 turquoise 5 55233934 55295201
22112 ENSG00000260010.1 pink 16 31601593 31603531
22113 ENSG00000269558.1 red NA NA NA
22114 ENSG00000228737.2 darkmagenta 5 141618414 141626481
22115 ENSG00000152601.13 darkred 3 152243828 152465780
22116 ENSG00000237343.1 darkgreen 1 144418113 144419192
22117 ENSG00000261504.1 brown 1 182615254 182616629
22118 ENSG00000219027.2 magenta 16 1477830 1478583
22119 ENSG00000185829.11 lightcyan 17 46516702 46579722
22120 ENSG00000184601.6 blue 14 104579684 104590515
22121 ENSG00000184716.9 red 15 43794162 43800221
22122 ENSG00000257167.2 lightcyan 12 98512973 98516422
22123 ENSG00000110375.2 green 11 118925164 118958559
22124 ENSG00000229781.1 purple 2 142854095 142855998
22125 ENSG00000249388.1 brown 12 54082118 54102693
22126 ENSG00000249215.1 turquoise 5 139494256 139496116
22127 ENSG00000108439.5 darkred 17 47941506 47948288
22128 ENSG00000237708.1 purple X 57068914 57069685
22129 ENSG00000198300.8 violet 19 56810083 56840728
22130 ENSG00000060566.9 blue 19 4153601 4173054
22131 ENSG00000260686.1 magenta 5 122832356 122834533
22132 ENSG00000230269.2 pink 6 3182744 3195756
22133 ENSG00000110628.9 turquoise 11 2899721 2925246
22134 ENSG00000224216.1 grey60 X 155334858 155351957
22135 ENSG00000140983.9 darkorange 16 668086 674174
22136 ENSG00000198556.9 midnightblue 7 99472841 99503650
22137 ENSG00000224287.2 grey60 2 233865437 233868444
22138 ENSG00000147592.4 darkgrey 8 70635318 70669174
22139 ENSG00000243696.4 blue 3 52813282 52835729
22140 ENSG00000224014.1 green 1 247175256 247175525
22141 ENSG00000176274.6 turquoise NA NA NA
22142 ENSG00000250299.1 green 13 52600119 52637446
22143 ENSG00000099904.11 darkorange 22 20129456 20148007
22144 ENSG00000241494.1 darkgrey 14 101677943 101678380
22145 ENSG00000188064.5 turquoise 22 45920362 45977129
22146 ENSG00000258603.1 salmon 14 73616700 73633941
22147 ENSG00000214146.2 purple 3 193957372 194003659
22148 ENSG00000224687.1 magenta 1 178091508 178093984
22149 ENSG00000254126.2 black 2 106487427 106506940
22150 ENSG00000261621.1 black 15 24235078 24276829
22151 ENSG00000179954.10 turquoise 19 55488404 55519098
22152 ENSG00000235812.4 yellow 14 70245491 70247801
22153 ENSG00000255583.1 magenta 12 63682523 63724935
22154 ENSG00000258777.1 darkolivegreen 14 61681041 61695823
22155 ENSG00000084110.6 violet 12 95972662 95996365
22156 ENSG00000143870.8 lightgreen 2 10783391 10837977
22157 ENSG00000163586.5 violet 2 88122982 88128116
22158 ENSG00000166886.8 lightyellow 12 57088894 57095476
22159 ENSG00000102879.11 brown 16 30182827 30189076
22160 ENSG00000257829.1 green 12 52306616 52308371
22161 ENSG00000143452.11 purple 1 150698060 150720888
22162 ENSG00000258876.1 salmon 14 75970924 75971587
22163 ENSG00000114904.8 darkgreen 3 52708449 52770949
22164 ENSG00000123178.10 orange 13 49912706 49936490
22165 ENSG00000245317.2 midnightblue 5 179859013 179861283
22166 ENSG00000225462.1 magenta 1 187563061 187564131
22167 ENSG00000164309.10 green 5 79689877 79800240
22168 ENSG00000168824.10 darkturquoise 4 4348140 4419058
22169 ENSG00000130770.13 darkgrey 1 28236109 28246906
22170 ENSG00000104412.3 darkgrey 8 108443601 108486918
22171 ENSG00000273113.1 green 2 241581922 241582726
22172 ENSG00000204650.9 blue 17 45620328 45648216
22173 ENSG00000100024.10 brown 22 24494107 24528390
22174 ENSG00000177807.6 pink 1 160037467 160070248
22175 ENSG00000136367.12 turquoise 14 23520855 23556192
22176 ENSG00000162849.11 brown 1 245154985 245709431
22177 ENSG00000070756.9 tan 8 100685816 100722809
22178 ENSG00000244062.1 violet 3 133760300 133762363
22179 ENSG00000233830.2 white 7 27458163 27458849
22180 ENSG00000131788.11 turquoise 1 145848522 145859836
22181 ENSG00000110245.7 violet 11 116829706 116833072
22182 ENSG00000179041.2 blue 8 66429028 66430733
22183 ENSG00000033178.8 darkgrey 4 67612652 67701179
22184 ENSG00000163519.9 blue 3 108822698 108855005
22185 ENSG00000117601.9 violet 1 173903804 173917378
22186 ENSG00000168101.10 turquoise 16 4693694 4695859
22187 ENSG00000108001.9 turquoise 10 129835283 129963841
22188 ENSG00000261775.1 midnightblue 15 74489602 74516959
22189 ENSG00000232324.1 turquoise 19 53864763 53866140
22190 ENSG00000167880.3 turquoise 17 76004502 76027452
22191 ENSG00000255541.1 magenta 11 83209399 83209634
22192 ENSG00000099901.12 blue 22 20115938 20127357
22193 ENSG00000244218.2 magenta 7 128761338 128761598
22194 ENSG00000233476.2 lightgreen 7 22510616 22511999
22195 ENSG00000254270.1 turquoise 7 139534240 139534549
22196 ENSG00000243406.2 royalblue 13 52167709 52194465
22197 ENSG00000204311.7 midnightblue 2 178451436 178461390
22198 ENSG00000137441.7 green 4 15960243 15969309
22199 ENSG00000231440.1 blue 1 240588522 240590748
22200 ENSG00000178997.7 purple 15 41182725 41230743
22201 ENSG00000140839.7 red 16 74408270 74421953
22202 ENSG00000121864.5 darkgrey 3 179322991 179338583
22203 ENSG00000182774.6 cyan 15 82536753 82540564
22204 ENSG00000259634.1 darkmagenta NA NA NA
22205 ENSG00000113761.7 blue 5 177022696 177081189
22206 ENSG00000271324.1 green 3 33793644 33794145
22207 ENSG00000187741.10 darkgrey 16 89737549 89816657
22208 ENSG00000227312.2 pink 1 24563627 24563974
22209 ENSG00000204308.6 tan 6 32178354 32180793
22210 ENSG00000223001.1 blue 6 89063500 89063690
22211 ENSG00000271916.1 turquoise 3 53797764 53798019
22212 ENSG00000264222.1 purple 18 14244625 14252140
22213 ENSG00000196890.3 paleturquoise 1 228458107 228460470
22214 ENSG00000166796.7 black 11 18412307 18452058
22215 ENSG00000187609.11 lightyellow 9 137306896 137423262
22216 ENSG00000065154.7 brown 10 124397303 124418976
22217 ENSG00000053501.8 lightyellow 19 17215346 17219829
22218 ENSG00000165632.7 green 10 7818504 8016627
22219 ENSG00000146090.11 cyan 5 180100791 180209153
22220 ENSG00000251079.2 darkgreen 10 47538377 47551954
22221 ENSG00000170310.10 lightgreen 17 9250471 9576591
22222 ENSG00000103226.13 tan 16 16232495 16294814
22223 ENSG00000100359.16 darkorange 22 40370591 40410289
22224 ENSG00000144741.13 royalblue 3 66133610 66388116
22225 ENSG00000040199.14 lightgreen 16 71637835 71724701
22226 ENSG00000136628.13 darkgrey 1 219968601 220046658
22227 ENSG00000107581.8 turquoise 10 119033670 119080823
22228 ENSG00000101199.8 blue 20 63272785 63289793
22229 ENSG00000249633.1 brown 11 5527277 5528174
22230 ENSG00000143442.17 royalblue 1 151402724 151459465
22231 ENSG00000226609.1 lightcyan 9 112748902 112750456
22232 ENSG00000184436.7 red 22 20999104 21002196
22233 ENSG00000065613.9 grey60 10 103967201 104029233
22234 ENSG00000170523.3 purple 12 52314301 52321398
22235 ENSG00000171606.13 lightcyan 19 58183029 58213562
22236 ENSG00000254629.1 violet 11 83789977 83791578
22237 ENSG00000224604.1 violet 2 16853820 16855284
22238 ENSG00000213927.3 cyan 9 34661880 34664048
22239 ENSG00000241631.2 brown 17 30702504 30702775
22240 ENSG00000012963.9 grey60 14 93207056 93229215
22241 ENSG00000140795.8 red 16 46703369 46790407
22242 ENSG00000255198.3 darkorange 16 1964959 1965509
22243 ENSG00000160216.14 salmon 21 43865186 43986536
22244 ENSG00000189127.3 green 5 80556755 80570488
22245 ENSG00000065600.8 blue 1 212363931 212414901
22246 ENSG00000183763.4 royalblue 3 49828599 49856574
22247 ENSG00000269919.1 purple 6 106100140 106100593
22248 ENSG00000184139.8 brown 4 131857343 131857913
22249 ENSG00000170423.8 brown 12 52837804 52849092
22250 ENSG00000260158.1 red 16 32809556 32824645
22251 ENSG00000222179.1 red 18 45989653 45989945
22252 ENSG00000243550.2 green 3 150265412 150287373
22253 ENSG00000135973.1 cyan 2 105241743 105243049
22254 ENSG00000232194.1 red 1 167820406 167821224
22255 ENSG00000102743.10 darkgreen 13 40789412 40810111
22256 ENSG00000163870.10 paleturquoise 3 127573069 127598251
22257 ENSG00000227032.1 brown 10 96620877 96621707
22258 ENSG00000164970.10 turquoise 9 34398184 34458570
22259 ENSG00000272896.1 pink 9 136791379 136800595
22260 ENSG00000153162.8 white 6 7726797 7881422
22261 ENSG00000251692.3 blue 16 1485886 1488981
22262 ENSG00000163635.13 lightgreen 3 63864557 64003462
22263 ENSG00000248835.2 darkgrey NA NA NA
22264 ENSG00000227345.4 lightcyan 10 49818279 49970203
22265 ENSG00000180182.6 blue X 40648306 40735858
22266 ENSG00000267750.1 turquoise 17 44299574 44315315
22267 ENSG00000231990.1 yellow 9 93857083 93858333
22268 ENSG00000249574.1 darkturquoise 7 379359 382712
22269 ENSG00000247092.2 midnightblue 14 95532297 95534872
22270 ENSG00000252531.1 cyan NA NA NA
22271 ENSG00000263818.1 turquoise 17 39057019 39113190
22272 ENSG00000103043.10 blue 16 70687439 70801161
22273 ENSG00000188779.6 cyan 15 67819704 67834561
22274 ENSG00000115970.14 green 2 43230836 43596046
22275 ENSG00000168135.4 darkturquoise 22 38426327 38455199
22276 ENSG00000267561.1 magenta 1 86993009 87169204
22277 ENSG00000008952.12 midnightblue 3 169966635 169998373
22278 ENSG00000227248.1 salmon 13 107788342 107835451
22279 ENSG00000065150.14 midnightblue 13 97953658 98024297
22280 ENSG00000248871.1 brown 17 7549099 7561601
22281 ENSG00000204957.1 darkgrey NA NA NA
22282 ENSG00000228397.1 brown 1 22023994 22024968
22283 ENSG00000137207.7 tan 6 43511827 43516990
22284 ENSG00000229321.1 salmon 2 206866795 206868289
22285 ENSG00000257210.1 turquoise 12 93124063 93124543
22286 ENSG00000272033.1 salmon 1 167379108 167381000
22287 ENSG00000256092.2 tan 12 123363868 123366113
22288 ENSG00000113318.9 grey60 5 80654648 80876460
